  21369-3;2022-11-28;;1;626;424041;6105.42;Pendente
  22394-2;2022-12-17;;1;1168;7927;2400.00;Pendente
  21369-4;2022-12-28;;1;626;424041;6107.25;Pendente
  31055-1;2023-08-24;;1;7;10550;1401.49;Pendente
  31053-2;2023-08-27;;1;7;10551;76.15;Pendente
  31055-2;2023-09-23;;1;7;10550;1401.49;Pendente
  31055-3;2023-10-23;;1;7;10550;1401.92;Pendente
  38058-1;2024-05-04;;1;10;11976;125.71;Pendente
  1171-2;2025-01-01;;1;11;448;6.42;Pendente
  55101-1;2025-05-29;;1;2283;1836;972.00;Pendente
  48367-1;2025-06-13;;1;650;177288;757.97;Pendente
  49797-1;2025-08-18;;1;74;583769;9146.24;Pendente
  49797-2;2025-09-18;;1;74;583769;9146.24;Pendente
  51239-1;2025-10-01;;1;1251;5556;3850.00;Pendente
  49797-3;2025-10-18;;1;74;583769;9146.24;Pendente
  49797-4;2025-11-18;;1;74;583769;9146.23;Pendente
  52813-1;2025-11-18;;1;23;185746;489.20;Pendente
  53667-1;2025-12-06;;1;1152;79783;10360.00;Pendente
  53657-1;2025-12-10;;1;215;48306;700.00;Pendente
  53657-2;2026-01-10;;1;215;48306;700.00;Pendente
  55488-1;2026-01-31;;1;2525;15329;700.00;Pendente
  53657-3;2026-02-10;;1;215;48306;700.00;Pendente
  55242-1;2026-02-15;;1;76;206123;1799.50;Pendente
  55249-1;2026-02-15;;1;1592;157325;7002.97;Pendente
  56366-1;2026-02-25;;7;2990;1925794;7693.73;Pendente
  916-2;2026-03-04;;1;10;340;200.73;Pendente
  55242-2;2026-03-15;;1;76;206123;1799.50;Pendente
  55249-2;2026-03-15;;1;1592;157325;7002.97;Pendente
  ... mais 51049 registros

No banco, mas nao encontrado no Sienge atual - receber: 1488
  1195;2024-11-05;;6;69;REC 1;1158.03;Pendente
  89;2019-08-13;;1;17;NFSE 206;230571.01;Pendente
  232;2019-08-13;;1;21;NFE 205;57764.30;Pendente
  233;2019-08-13;;1;7;NFSE 209;80006.28;Pendente
  234;2019-08-13;;1;1;NFSE 208;79227.87;Pendente
  90;2019-09-04;;1;22;NFSE 211;153021.90;Pendente
  93;2019-09-10;;1;1;NFSE 214;18960.76;Pendente
  94;2019-09-10;;1;9;NFSE 219;8361.64;Pendente
  95;2019-09-13;;1;12;NFSE 216;23230.53;Pendente
  96;2019-09-13;;1;12;NFSE 217;5285.28;Pendente
  97;2019-09-16;;1;7;NFSE 221;13928.10;Pendente
  99;2019-09-19;;1;17;NFSE 220;75051.84;Pendente
  101;2019-09-20;;1;6;NFSE 222;15081.07;Pendente
  102;2019-09-20;;1;17;NFSE 224;138678.24;Pendente
  103;2019-09-24;;1;14;NFSE 225;30603.50;Pendente
  104;2019-10-03;;1;22;NFSE 228;128014.21;Pendente
  105;2019-10-21;;1;28;NFSE 231;50956.46;Pendente
  192;2019-10-21;;1;28;NFSE 232;154284.03;Pendente
  230;2019-10-21;;1;57;NFSE 233;79849.58;Pendente
  107;2019-10-22;;1;35;NFSE 234;28832.39;Pendente
  109;2019-10-22;;1;17;NFSE 236;57479.89;Pendente
  110;2019-10-22;;1;17;NFSE 237;106724.83;Pendente
  111;2019-10-23;;1;6;NFSE 238;39790.89;Pendente
  112;2019-10-24;;1;1;NFSE 239;20764.19;Pendente
  113;2019-10-24;;1;10;NFSE 240;20781.99;Pendente
  114;2019-11-06;;1;22;NFSE 243;116456.82;Pendente
  115;2019-11-22;;1;9;NFSE 246;23010.11;Pendente
  116;2019-11-22;;1;14;NFSE 247;11799.13;Pendente
  117;2019-11-22;;1;12;NFSE 249;537.01;Pendente
  118;2019-11-26;;1;11;NFSE 250;53850.45;Pendente
  206;2019-11-28;;1;28;NFSE 252;330903.86;Pendente
  193;2019-12-10;;1;28;NFSE 253;510575.87;Pendente
  120;2019-12-11;;1;28;NFSE 254;113927.48;Pendente
  227;2019-12-11;;1;17;NFSE 256;27890.48;Pendente
  121;2019-12-12;;1;45;NFSE 257;36626.05;Pendente
  122;2019-12-18;;1;16;NFSE 258;5250.20;Pendente
  123;2019-12-19;;1;17;NFSE 260;120715.61;Pendente
  207;2019-12-19;;1;28;NFSE 262;158381.21;Pendente
  228;2019-12-20;;1;13;NFSE 264;157164.06;Pendente
  129;2019-12-23;;1;17;NFSE 265;88428.06;Pendente
  130;2019-12-23;;1;28;NFSE 267;101019.82;Pendente
  131;2019-12-23;;1;28;NFSE 268;76217.88;Pendente
  132;2019-12-30;;1;35;NFSE 269;51022.18;Pendente
  133;2019-12-30;;1;35;NFSE 270;13497.79;Pendente
  134;2019-12-31;;1;16;NFSE 271;6147.41;Pendente
  56;2020-01-13;;1;45;NFSE 273;15450.48;Pendente
  57;2020-01-16;;1;38;NFSE 274;6186.51;Pendente
  58;2020-01-17;;1;11;NFSE 275;22838.01;Pendente
  59;2020-01-17;;1;1;NFSE 277;6108.30;Pendente
  60;2020-01-22;;1;7;NFSE 278;10263.52;Pendente
  ... mais 1438 registros

No Sienge atual, mas nao encontrado no banco - receber: 1488
  232-1;2019-08-13;;1;21;205;57764.30;Pendente
  233-1;2019-08-13;;1;7;209;80006.28;Pendente
  234-1;2019-08-13;;1;1;208;79227.87;Pendente
  89-1;2019-08-13;;1;17;206;230571.01;Pendente
  90-1;2019-09-04;;1;22;211;153021.90;Pendente
  93-1;2019-09-10;;1;1;214;18960.76;Pendente
  94-1;2019-09-10;;1;9;219;8361.64;Pendente
  95-1;2019-09-13;;1;12;216;23230.53;Pendente
  96-1;2019-09-13;;1;12;217;5285.28;Pendente
  97-1;2019-09-16;;1;7;221;13928.10;Pendente
  99-1;2019-09-19;;1;17;220;75051.84;Pendente
  101-1;2019-09-20;;1;6;222;15081.07;Pendente
  102-1;2019-09-20;;1;17;224;138678.24;Pendente
  103-1;2019-09-24;;1;14;225;30603.50;Pendente
  104-1;2019-10-03;;1;22;228;128014.21;Pendente
  105-1;2019-10-21;;1;28;231;50956.46;Pendente
  192-1;2019-10-21;;1;28;232;154284.03;Pendente
  230-1;2019-10-21;;1;57;233;79849.58;Pendente
  107-1;2019-10-22;;1;35;234;28832.39;Pendente
  109-1;2019-10-22;;1;17;236;57479.89;Pendente
  110-1;2019-10-22;;1;17;237;106724.83;Pendente
  111-1;2019-10-23;;1;6;238;39790.89;Pendente
  112-1;2019-10-24;;1;1;239;20764.19;Pendente
  113-1;2019-10-24;;1;10;240;20781.99;Pendente
  114-1;2019-11-06;;1;22;243;116456.82;Pendente
  115-1;2019-11-22;;1;9;246;23010.11;Pendente
  116-1;2019-11-22;;1;14;247;11799.13;Pendente
  117-1;2019-11-22;;1;12;249;537.01;Pendente
  118-1;2019-11-26;;1;11;250;53850.45;Pendente
  206-1;2019-11-28;;1;28;252;330903.86;Pendente
  193-1;2019-12-10;;1;28;253;510575.87;Pendente
  120-1;2019-12-11;;1;28;254;113927.48;Pendente
  227-1;2019-12-11;;1;17;256;27890.48;Pendente
  121-1;2019-12-12;;1;45;257;36626.05;Pendente
  122-1;2019-12-18;;1;16;258;5250.20;Pendente
  123-1;2019-12-19;;1;17;260;120715.61;Pendente
  207-1;2019-12-19;;1;28;262;158381.21;Pendente
  228-1;2019-12-20;;1;13;264;157164.06;Pendente
  129-1;2019-12-23;;1;17;265;88428.06;Pendente
  130-1;2019-12-23;;1;28;267;101019.82;Pendente
  131-1;2019-12-23;;1;28;268;76217.88;Pendente
  132-1;2019-12-30;;1;35;269;51022.18;Pendente
  133-1;2019-12-30;;1;35;270;13497.79;Pendente
  134-1;2019-12-31;;1;16;271;6147.41;Pendente
  56-1;2020-01-13;;1;45;273;15450.48;Pendente
  57-1;2020-01-16;;1;38;274;6186.51;Pendente
  58-1;2020-01-17;;1;11;275;22838.01;Pendente
  59-1;2020-01-17;;1;1;277;6108.30;Pendente
  60-1;2020-01-22;;1;7;278;10263.52;Pendente
  61-1;2020-01-22;;1;24;279;73905.52;Pendente
  ... mais 1438 registros
